Price,Close,High,Low,Open,Volume
2024-06-11,205.37095642089844,205.3808802210458,191.96707924808354,191.98689659289002,172373300
2024-06-12,211.24014282226562,218.30889945026047,205.1231180281253,205.58908283581826,198134300
2024-06-13,212.40008544921875,214.88852380834695,209.782758705521,212.8957913864929,97862700
2024-06-14,210.6651153564453,213.32209192759066,209.48533280144244,212.01343611534222,70122700
2024-06-17,214.80923461914062,217.06965275202606,210.89316027395952,211.53757201804441,93728300
2024-06-18,212.44964599609375,216.7523850703462,211.17073132176122,215.7213082393038,79943300
2024-06-20,207.87925720214844,212.40010854906527,207.0563985691976,212.09275812722348,86172500
2024-06-21,205.70806884765625,210.07027533194446,205.33132746963062,208.58315742215362,241805100
2024-06-24,206.3524932861328,210.87332959032133,204.8158016590104,205.93610206103614,80727000
2024-06-25,207.27450561523438,209.5646648210329,206.81844945769743,207.35380525957078,55549700
2024-06-26,211.41860961914062,213.0147835489249,208.83102368645302,209.68363861405976,66213200
2024-06-27,212.26129150390625,213.88720639689362,210.52632069800987,212.84622088780682,49772700
2024-06-28,208.8112030029297,214.21441082608845,208.49395901051298,213.9169841828714,82542700
2024-07-01,214.8885498046875,215.64201747450758,210.10002805599396,210.26856627972688,60402900
2024-07-02,218.37831115722656,218.4873670751859,213.25271326862932,214.2936836981781,58046200
2024-07-03,219.64730834960938,219.64730834960938,217.14894613859082,218.11061688690268,37369800
2024-07-05,224.39617919921875,224.50523511983306,219.74645469045154,219.74645469045154,60412400
2024-07-08,225.8634796142578,225.89322076278884,221.3327197032473,225.13973799267995,59085900
2024-07-09,226.716064453125,227.42988222637766,224.4259054004998,225.9725055332989,48076100
2024-07-10,230.97914123535156,231.07828847688273,227.28117906796422,227.3307526887298,62627700
2024-07-11,225.61561584472656,230.39421338925845,223.83107137940016,229.40280147827102,64710600
2024-07-12,228.56008911132812,230.64206011910093,226.71606240173486,226.9540066999144,53046500
2024-07-15,232.386962890625,235.1926606193721,231.0882156126273,234.44910163171727,62631300
2024-07-16,232.80335998535156,234.24090427881208,230.33473879844306,232.98180687397965,43234300
2024-07-17,226.9143524169922,229.47219684306242,224.6935843942369,227.47944931340314,57345900
2024-07-18,222.2547149658203,228.46096321097224,220.36112971273346,228.3023336745397,66034600
2024-07-19,222.38363647460938,224.85225794685087,221.36248326433122,222.88926630632307,49151500
2024-07-22,222.03663635253906,225.82382229500527,221.17409763275575,225.06043082550624,48201800
2024-07-23,223.07760620117188,224.9910392063895,220.7676144514488,222.44310313331528,39960300
2024-07-24,216.6631622314453,222.86941075843336,215.26528287042115,222.07627816799848,61777600
2024-07-25,215.6221923828125,218.95333716975932,212.77682977395946,217.04981289629316,51391200
2024-07-26,216.08815002441406,217.6050090608147,214.15488466672127,216.8217851678197,41601300
2024-07-29,216.36573791503906,217.41663210574902,213.89711684474761,215.0967318967012,36311800
2024-07-30,216.92095947265625,218.4378186982869,214.26396731336547,217.30760956688079,41643800
2024-07-31,220.17276000976562,221.89782218872546,218.7352157578384,219.53825698895486,50036300
2024-08-01,216.48471069335938,222.55214689360594,215.15622233135366,222.44309097566543,62501000
2024-08-02,217.97181701660156,223.6625266661827,215.8402875210575,217.26790792406092,105568600
2024-08-05,207.47279357910156,211.6664621054212,194.3167520967801,197.3802115476467,119548600
2024-08-06,205.45028686523438,208.18659343179937,199.34320096724198,203.53686913101606,69660500
2024-08-07,208.01806640625,211.80525225793107,204.61751548926864,205.12313014700663,63516400
2024-08-08,211.4780731201172,212.36042911915672,207.03655197769595,211.27979376271134,47161100
2024-08-09,214.38291931152344,214.91827509282652,210.1495861717322,210.2784745623819,42201600
2024-08-12,215.91146850585938,217.8767320905019,213.9958359256548,214.4623401059105,38028100
2024-08-13,219.62362670898438,220.2390087017958,217.38043273085663,217.38043273085663,44155300
2024-08-14,220.07029724121094,221.37054778476931,218.06532277692483,218.92885985517657,41960600
2024-08-15,223.0479736328125,223.67329096872731,221.10255033510867,222.9288713384501,46414000
2024-08-16,224.36810302734375,225.1422983120676,221.9859508745138,222.25394621007445,44340200
2024-08-19,224.20924377441406,224.30850577318623,221.3804434072076,224.04051049270504,40687800
2024-08-20,224.82461547851562,225.47970829184257,223.7725049787654,224.09013124410717,30299000
2024-08-21,224.71546936035156,226.28371522001356,223.37552309496598,224.8345868015738,34765500
2024-08-22,222.859375,226.64102413052154,222.2340576918725,226.09511339685906,43695300
2024-08-23,225.15219116210938,226.52192810531062,222.66087229355688,223.98097823318813,38677300
2024-08-26,225.4896697998047,225.58893181224732,222.22415556593285,225.07279660900764,30602200
2024-08-27,226.33334350585938,227.14724957253156,223.21670725505913,224.31844891527626,35934600
2024-08-28,224.8048095703125,228.149730282918,224.00082364270057,226.22416240429726,38052200
2024-08-29,228.0802459716797,231.18696212304621,227.1770283167567,228.3879521456165,51906300
2024-08-30,227.29612731933594,228.68570457235603,225.78743262658827,228.4772755570311,52990800
2024-09-03,221.11248779296875,227.2961293418145,219.52438650802387,226.84948058831634,50190600
2024-09-04,219.20675659179688,220.1298295937355,215.86182100754215,220.01072730838987,43840200
2024-09-05,220.7253875732422,223.80231295165626,219.87178579311316,219.9809679444758,36615400
2024-09-06,219.17698669433594,223.56409767944487,218.13479623481732,222.28368749781316,48423000
2024-09-09,219.2663116455078,219.62363365317324,215.0975649862482,219.17698492990527,67180000
2024-09-10,218.4722442626953,219.8320457576339,215.11738873446274,217.2910961852286,51591000
2024-09-11,221.00331115722656,221.4301044903715,216.26879790334314,219.81224273641337,44587100
2024-09-12,221.11248779296875,221.8866830044339,218.1844402475294,220.84449248276735,37455600
2024-09-13,220.844482421875,222.37301734416337,220.25887596851652,221.91644846858938,36766600
2024-09-16,214.7104949951172,215.60379255643394,212.32834292284386,214.92884416844979,59357400
2024-09-17,215.17697143554688,215.28615358843467,212.904016801209,214.14471619981742,45519300
2024-09-18,219.04795837402344,221.05293280374121,215.92138686335736,215.9313221513165,59894900
2024-09-19,227.16708374023438,228.11002736409566,222.95864123060412,223.31596324984213,66781300
2024-09-20,226.5020751953125,231.3556905514529,225.92638886705737,228.2589097535001,318679900
2024-09-23,224.78494262695312,227.742765583781,224.12984974700805,225.64846451262724,54146000
2024-09-24,225.67825317382812,227.64353192764617,224.05045616714196,226.94872814757065,43556100
2024-09-25,224.68568420410156,225.59883710649478,222.35317851779175,223.2563961324406,42308700
2024-09-26,225.8271484375,226.79985253593196,223.73284722402752,225.608784129346,36636700
2024-09-27,226.0950927734375,227.81223139225995,225.60874837392768,226.76012088076428,34026000
2024-09-30,231.266357421875,231.266357421875,227.9412771261621,228.3283747151782,54541900
2024-10-01,224.52688598632812,227.9412778656533,222.07526286618742,227.81225543239978,63285000
2024-10-02,225.09263610839844,225.67824256269316,221.360617941662,224.20925878310885,32880600
2024-10-03,223.99090576171875,225.12242301224842,221.65839996957536,223.4648504260935,34044200
2024-10-04,225.1125030517578,226.30357145139808,222.46237094034984,226.20430944090455,37245100
2024-10-07,220.04052734375,224.01076551273388,219.68320530273118,222.8296172342201,39505400
2024-10-08,224.09017944335938,224.29860847272343,221.58892507419034,222.6311156567822,31855700
2024-10-09,227.83209228515625,228.0405364361267,223.15714569962594,223.55416342639623,33591100
2024-10-10,227.33583068847656,227.7924147414137,225.47974919262126,226.08521111865923,28183500
2024-10-11,225.85691833496094,227.70307961960657,225.6484741750507,227.5938974682738,31759200
2024-10-14,229.5790252685547,230.00581860221664,226.89911753216435,226.99836439928595,39882100
2024-10-15,232.1100311279297,235.72294688412148,230.64103225198252,231.87181141001133,64751400
2024-10-16,230.05543518066406,230.3929017691756,228.12986736523644,229.87678174389526,34082200
2024-10-17,230.4226837158203,232.11004699556463,228.8048220166126,231.69315867439417,32993800
2024-10-18,233.25148010253906,234.4226930307779,232.26884075534687,234.4226930307779,46431500
2024-10-21,234.72047424316406,235.08773156933626,232.7055796017645,232.7055796017645,36254500
2024-10-22,234.1050567626953,234.4623787465114,230.86931862526646,232.14971356587586,38846600
2024-10-23,229.0430450439453,233.39046088528607,226.06536628034368,232.338350145388,52287000
2024-10-24,228.8544464111328,229.10258628095696,226.71051430099084,228.26882480795348,31109500
2024-10-25,229.6881866455078,231.48471683213373,227.86188088691335,228.03061417648678,38802300
2024-10-28,231.6633758544922,232.98348177622344,230.81970938626554,231.5839844241638,36087100
2024-10-29,231.93138122558594,232.5864741436605,230.59143496071306,231.36563017470797,35417200
2024-10-30,228.38792419433594,231.7328445287285,227.84201349481597,230.87924283818487,47070900
2024-10-31,224.2291259765625,228.11995749798112,223.69313535160188,227.63359787833264,64370100
2024-11-01,221.25144958496094,223.67329727363756,218.63109301833273,219.32588166379162,65276700
2024-11-04,220.3581085205078,221.13230364643434,218.07523400035532,219.34570882983752,44944500
2024-11-05,221.78741455078125,222.28369429475046,219.49460455688452,220.14969745378525,28111300
2024-11-06,221.0628662109375,224.3879467919736,219.54425129715867,220.95368405362794,54561100
2024-11-07,225.78741455078125,226.18444740932767,222.8990781242877,222.95862926675593,42137700
2024-11-08,225.5191650390625,227.20836966100222,224.97265364792685,225.72782337627459,38328800
2024-11-11,222.80648803710938,224.26715706282306,220.093823487321,223.5716039938927,42005600
2024-11-12,222.80648803710938,224.1578547832826,221.94201602014732,223.12446381828886,40398300
2024-11-13,223.6908416748047,225.2111273985325,221.34582330978657,222.58788780053936,48566200
2024-11-14,226.77113342285156,227.41700079571672,223.5715745650122,223.5914518391994,44923900
2024-11-15,223.5715789794922,225.4793879673537,222.84621765747355,224.96268496170848,47923700
2024-11-18,226.57241821289062,228.28149999782985,223.74050538640262,223.8199993254601,44633700
2024-11-19,226.8307647705078,228.6988344551977,225.22105418122663,225.53901477922054,36211800
2024-11-20,227.54620361328125,228.4702922716314,224.45594670445817,226.61216873586113,35169600
2024-11-21,227.06924438476562,228.69883223369175,224.2770861035494,227.42695953023323,42108300
2024-11-22,228.41065979003906,229.25526960886552,226.6121530455377,226.6121530455377,38168300
2024-11-25,231.3916015625,231.76919395430343,228.28148292479264,229.99056458191066,90152800
2024-11-26,233.56771850585938,234.07449047305911,231.84870566104107,231.84870566104107,45986200
2024-11-27,233.4385223388672,234.19370712659864,232.32563759305353,232.98145117337265,33498400
2024-11-29,235.82330322265625,236.3002516789311,232.48463370489634,233.3192972938568,28481400
2024-12-02,238.0689697265625,239.26134854667043,235.65440375298792,235.76370602927642,48137100
2024-12-03,241.10951232910156,241.2188145923816,237.38331948353385,238.28754591958514,38861000
2024-12-04,241.46725463867188,242.56027739454964,239.7184333911867,241.32814402991647,44383900
2024-12-05,241.4970703125,242.98754766386446,240.59285890906452,242.44105143123323,40033900
2024-12-06,241.29832458496094,243.0769692456264,240.5431549096241,241.36788746709487,36870600
2024-12-09,245.1835174560547,245.67041216886827,240.21525975684386,240.29475369946152,44649200
2024-12-10,246.197021484375,246.63423054379348,243.78244060146582,245.32260336553807,36914800
2024-12-11,244.9251708984375,249.20780656351602,244.69662013013263,246.3858398593606,45205800
2024-12-12,246.3858184814453,247.1608653940442,244.1202792424049,245.32260415969785,32777500
2024-12-13,246.5547637939453,247.7073880681415,244.676762972136,246.24673423955153,33155300
2024-12-16,249.4462432861328,249.78409628857773,246.07776561283137,246.41561861527626,51694800
2024-12-17,251.8707733154297,252.21855739876366,248.19426586582333,248.49236434269267,51356400
2024-12-18,246.47528076171875,252.66572594292316,246.16725119368886,250.55918941684527,56774100
2024-12-19,248.20419311523438,250.400169527173,245.5213371883983,245.92873792847348,60882300
2024-12-20,252.8743896484375,253.3811464831127,244.13025293349912,246.4653249902114,147495300
2024-12-23,253.64942932128906,254.02700659111463,251.84097626600598,253.15260355822258,40858800
2024-12-24,256.56085205078125,256.5707679464462,253.6693071300515,253.86804957710976,23234700
2024-12-26,257.3755798339844,258.44874034869076,255.99442012888886,256.55086249805703,27237100
2024-12-27,253.96737670898438,257.05764856283577,251.45343969164696,256.19314630806485,42355300
2024-12-30,250.59890747070312,251.890657464443,249.15811581542044,250.6287158030117,35557500
2024-12-31,248.83021545410156,251.6720594492945,247.84649497663966,250.83739579916153,39480700
